Binomial name
Vreelandella salicampi
Pontibacillus salicampi
Lysinibacillus alkaliphilus
Paenibacillus amylolyticus
Deinococcus arenae
Frigoribacterium faeni
Bacillus badius
Pedococcus soli
Cohnella rhizosphaerae
Emticicia sediminis
Octadecabacter temperatus
Mycolicibacterium brisbanense
Catellatospora vulcania
Microbispora bryophytorum
Streptosporangium lutulentum
Actibacterium atlanticum
Virgibacillus massiliensis
Companilactobacillus furfuricola
Sphingomonas panaciterrae
Glaciimonas alpina
Parapontixanthobacter aurantiacus
Salisediminibacterium haloalkalitolerans
Brevibacillus laterosporus
Parafilimonas terrae
Sporolactobacillus shoreae
Azonexus fungiphilus
Paenibacillus ferrarius
Nitrosopumilus cobalaminigenes
Nitrosopumilus ureiphilus
Lysinibacillus louembei
Prauserella isguenensis
Streptomyces lactacystinicus
Serinibacter tropicus
Paenibacillus pabuli
Halomonas alimentaria
Streptosporangium fenghuangense
Nocardiopsis mwathae
Belliella kenyensis
Lentibacillus amyloliquefaciens
Sporosarcina pasteurii
Tsukamurella strandjordii
Heyndrickxia vini
Paracoccus yeei
Flavobacterium palustre
Actinophytocola sediminis
Marinobacterium mangrovicola
Arthrobacter liuii
Prauserella oleivorans
Flavobacterium notoginsengisoli
Psychrobacter proteolyticus
Algimonas arctica
Virgibacillus oceani
Halolamina sediminis
Alcaligenes pakistanensis
Algibacter psychrophilus
Massilia eurypsychrophila
Litoreibacter ascidiaceicola
Kiloniella spongiae
Paracoccus lutimaris
Catellatospora tagetis
Actinoallomurus bryophytorum
Flavobacterium seoulense
Simiduia curdlanivorans
Dyadobacter sediminis
Caenispirillum deserti
Chryseobacterium shandongense
Kibdelosporangium lantanae
Ruminiclostridium josui
Halomonas magadiensis
Filimonas endophytica
Peribacillus huizhouensis
Clostridium thiosulfatireducens
Metabacillus malikii
Siccibacter colletis
Vogesella amnigena
Nesterenkonia lacusekhoensis
Actinospica durhamensis
Jeotgalibacillus malaysiensis
Kushneria pakistanensis
Pontixanthobacter aestiaquae
Paracoccus panacisoli
Blastomonas aquatica
Agarivorans litoreus
Shimia aquaeponti
Aliiruegeria sabulilitoris
Simiduia aestuariiviva
Halolamina litorea
Sphingopyxis fribergensis
Pseudomonas matsuisoli
Halobacillus sediminis
Halobacillus salicampi
Pseudoduganella humi
Mucilaginibacter aquatilis
Cupriavidus campinensis
Pedobacter africanus
Streptomyces pini
Rheinheimera arenilitoris
Promicromonospora kermanensis
Glutamicibacter endophyticus
Frigoribacterium endophyticum
Modestobacter caceresii
Novosphingobium oryzae
Labedella endophytica
Granulosicoccus undariae
Polaribacter marinivivus
Phytomonospora cypria
Bizionia fulviae
Bosea vaviloviae
Thalassospira australica
Mangrovibacter yixingensis
Palleronia rufa
Anaerobacillus isosaccharinicus
Pseudonocardia zijingensis
Metabacillus endolithicus
Barrientosiimonas endolithica
Demequina iriomotensis
Dehalogenimonas etheniformans
Massilia arvi
Novipirellula caenicola
Pseudooceanicola algae
Agrococcus baldri
Pedobacter daejeonensis
Pedobacter trunci
Aquitalea aquatilis
Aureisphaera galaxeae
Bombella intestini
Flavobacterium endophyticum
Psychrobacter submarinus
Brachybacterium hainanense
Salinicola acroporae
Defluviimonas aquaemixtae
Nocardioides solisilvae
Gryllotalpicola soli
Nocardioides marmoriterrae
Nocardioides marmorisolisilvae
Rosenbergiella epipactidis
Rosenbergiella collisarenosi
Rosenbergiella australiborealis
Plantactinospora sonchi
Streptosporangium jiaoheense
Streptosporangium taraxaci
Paracoccus sanguinis
Mycobacterium montefiorense
Rheinheimera mesophila
Mucilaginibacter ginsengisoli
Sinosporangium fuscum
Rufibacter quisquiliarum
Clostridium subterminale
Methanoculleus sediminis
Streptomyces bambusae
Formosa haliotis
Enterococcus haemoperoxidus
Actinokineospora terrae
Kangiella profundi
Sediminibacillus terrae
Pedobacter nanyangensis
Aliarcobacter faecis
Geodermatophilus pulveris
Geodermatophilus aquaeductus
Blastococcus xanthinilyticus
Gracilibacillus massiliensis
Shimia sagamensis
Paenibacillus dauci
Paenibacillus wulumuqiensis
Corynebacterium imitans
Chlorobaculum chlorovibrioides
Jeotgalicoccus halotolerans
Jeotgalicoccus psychrophilus
Kribbella speibonae
Kribbella podocarpi
Croceibacterium mercuriale
Fontibacillus solani
Proteus terrae
Polaribacter undariae
Fructobacillus ficulneus
Nocardiopsis composta
Camelimonas fluminis
Ferrovibrio xuzhouensis
Amycolatopsis stemonae
Silvibacterium bohemicum
Pseudomonas glareae
Kushneria marisflavi
Paenibacillus gelatinilyticus
Nitrosopumilus adriaticus
Christiangramia aestuariivivens
Demequina activiva
Domibacillus tundrae
Dyadobacter jiangsuensis
Nesterenkonia populi
Sphingobacterium mucilaginosum
Sporolactobacillus pectinivorans
Terriglobus albidus
Desulfonatronum thiodismutans
Alkalispirochaeta americana
Megasphaera hominis
Microbacterium gubbeenense
Companilactobacillus alimentarius
Paenibacillus rhizoryzae
Pseudomonas coleopterorum
Acidihalobacter prosperus
Christiangramia lutea
Puniceibacterium sediminis
Modestobacter muralis
Gelidibacter sediminis
Cereibacter alkalitolerans
Cryptosporangium cibodasense
Loigolactobacillus coryniformis
Devosia honganensis
Jatrophihabitans soli
Methylocapsa palsarum
Polaromonas eurypsychrophila
Methanobacterium aggregans
Nocardia lasii
Nonomuraea insulae
Catellatospora paridis
Flavobacterium nitrogenifigens
Companilactobacillus formosensis
Corynebacterium sundsvallense
Dietzia natronolimnaea
Oryzobacter terrae
Phytohabitans kaempferiae
Ligilactobacillus murinus
Jiangella endophytica
Lacticaseibacillus sharpeae
Pseudomonas gregormendelii
Micromonospora fluostatini
Thermococcus cleftensis
Pseudomonas lini
Luteipulveratus halotolerans
Limosilactobacillus vaginalis
Rathayibacter agropyri
Sphingomonas carri
Nocardiopsis exhalans
Nocardiopsis umidischolae
Demequina gelatinilytica
Demequina phytophila
Demequina maris
Demequina pelophila
Demequina rhizosphaerae
Demequina soli
Demequina silvatica
Demequina subtropica
Cellulosimicrobium marinum
Lutibacter crassostreae
Lysinibacter cavernae
Nonomuraea zeae
Lysobacter lacus
Amycolatopsis nivea
Amycolatopsis xuchangensis
Brevibacillus migulae
Kosakonia pseudosacchari
Chitinophaga barathri
Pseudovibrio hongkongensis
Diaphorobacter nitroreducens
Martelella limonii
Aurantiacibacter atlanticus
Bacillus paralicheniformis
Streptomyces pathocidini
Umboniibacter roseus
Fontibacillus pullulanilyticus
Maribacter confluentis
Actinomyces bovis
Agromyces aurantiacus
Maribacter flavus
Kordiimonas lipolytica
Bacillus glycinifermentans
Enterococcus bulliens
Arthrobacter citreus
Saccharothrix lopnurensis
Ornithinimicrobium algicola
Gracilibacillus oryzae
Xaviernesmea rhizosphaerae
Companilactobacillus mindensis
Microbispora camponoti
Peribacillus gossypii
Chryseobacterium sediminis
Actinomadura algeriensis
Emticicia aquatica
Zafaria cholistanensis
Psychromonas arctica
Pseudomonas costantinii
Microbacterium lacusdiani
Modestobacter lacusdianchii
Citricoccus muralis
Exiguobacterium undae
Saccharospirillum impatiens
Pseudomonas extremorientalis
Marinobacter confluentis
Christiangramia aquimixticola
Paenibacillus stellifer
Brevibacterium epidermidis
Pseudonocardia thailandensis
Corynebacterium stationis
Azotobacter beijerinckii
Deinococcus malanensis
Microvirga indica
Cellulomonas biazotea
Natrinema zhouii
Sulfurihydrogenibium subterraneum
Aequorivita vladivostokensis
Streptobacillus notomytis
Butyricicoccus faecihominis
Thermococcus piezophilus
Microbispora catharanthi
Marinococcus salis
Photorhabdus akhurstii
Cryptosporangium eucalypti
Psychroserpens algicola
Mycobacterium vicinigordonae
Clostridium neuense
Marivivens geojensis
Phycicoccus duodecadis
Brachybacterium rhamnosum
Sphingomonas oleivorans
Vogesella oryzae
Acetobacter fallax
Arvibacter aurantiibacter
Tropicimonas marinistellae
Rheinheimera pacifica
Pseudactinotalea terrae
Roseomonas fluvialis
Deinococcus petrolearius
Pedobacter humicola
Nocardia halotolerans
Nocardioides opuntiae
Dactylosporangium solaniradicis
Actinomadura gamaensis
Agromyces humi
Stackebrandtia cavernae
Prauserella alba
Polaribacter vadi
Variovorax guangxiensis
Limnobacter humi
Paenibacillus psychroresistens
Croceicoccus bisphenolivorans
Flavobacterium omnivorum
Lentzea chajnantorensis
Skermanella mucosa
Adlercreutzia muris
Rodentibacter caecimuris
Paracoccus sordidisoli
Giesbergeria giesbergeri
Giesbergeria anulus
Sphingopyxis chilensis
Flavobacterium limicola
Hydrogenophaga laconesensis
Cellvibrio vulgaris
Fictibacillus barbaricus
Massilia chloroacetimidivorans
Nocardia otitidiscaviarum
Rhodococcus fascians
Rheinheimera riviphila
Variovorax robiniae
Variovorax rhizosphaerae
Spirosoma fluminis
Streptomonospora alba
Micromonospora parathelypteridis
Kushneria indalinina
Nocardioides jensenii
Nocardioides luteus
Brevibacillus dissolubilis
Nocardia caishijiensis
Yimella radicis
Saccharopolyspora spongiae
Knoellia subterranea
Poseidonibacter parvus
Paenibacillus apii
Scandinavium goeteborgense
Corynebacterium urinipleomorphum
Corynebacterium fournieri
Lutibacter oceani
Sulfurospirillum diekertiae
Noviherbaspirillum agri
Phytobacter palmae
Frankia torreyi
Prauserella halophila
Amycolatopsis deserti
Mycobacterium talmoniae
Corynebacterium hylobatis
Corynebacterium lemuris
Chitinophaga rhizosphaerae
Microvirga subterranea
Deinococcus sedimenti
Spirosoma luteolum
Dyella flagellata
Parolsenella massiliensis
Paracoccus zeaxanthinifaciens
Paracidovorax valerianellae
Acinetobacter wuhouensis
Paramagnetospirillum magnetotacticum
Micromonospora olivasterospora
Arenibacter troitsensis
Jannaschia helgolandensis
Adhaeribacter terrae
Larkinella harenae
Neptunicoccus sediminis
Kitasatospora aureofaciens
Paenibacillus graminis
Paenibacillus odorifer
Micromonospora globbae
Streptomyces avidinii
Erythrobacter alti
Altererythrobacter aquiaggeris
Pedobacter lithocola
Pedobacter mendelii
Pedobacter petrophilus
Saccharothrix ghardaiensis
Arcobacter lacus
Pseudomonas salomonii
Roseivirga seohaensis
Pseudonocardia chloroethenivorans
Marinilactibacillus psychrotolerans
Fodinibius saliphilus
Streptomyces purpurascens
Aliiroseovarius lamellibrachiae
Rosistilla ulvae
Marinitenerispora sediminis
Halopseudomonas phragmitis
Mucilaginibacter limnophilus
Edaphobacter flagellatus
Paenibacillus aurantiacus
Kiloniella majae
Streptomyces goshikiensis
Companilactobacillus versmoldensis
Salinicola halimionae
Salinicola aestuarinus
Salinicola endophyticus
Salinicola lusitanus
Streptomyces purpureus
Allobacillus salarius
Promicromonospora aerolata
Nitrosopumilus oxyclinae
Streptomyces vinaceus
Klenkia marina
Streptomyces virginiae
Palleronia pontilimi
Paracoccus aeridis
Spirosoma migulaei
Natronoarchaeum persicum
Catellatospora sichuanensis
Micromonospora azadirachtae
Methylobacillus caricis
Streptomyces roseiscleroticus
Yoonia acticola
Lysinibacillus endophyticus
Chryseobacterium candidae
Clostridium algoriphilum
Psychrobacter fozii
Psychrobacter luti
Pseudomonas jinjuensis
Arthrobacter koreensis
Thermomonospora echinospora
Companilactobacillus nuruki
Pseudomonas trivialis
Pseudomonas poae
Methylorubrum podarium
Nocardioides aromaticivorans
Hymenobacter amundsenii
Ornithinimicrobium panacihumi
Paenibacillus panacihumi
Paraliobacillus ryukyuensis
Aliarcobacter vitoriensis
Rhodocista pekingensis
Rhodopirellula bahusiensis
Herbaspirillum robiniae
Shewanella submarina
Oceanisphaera marina
Fictibacillus aquaticus
Pleomorphomonas carboxyditropha
Larkinella rosea
Hymenobacter terrigena
Lysobacter spongiae
Photorhabdus bodei
Bacillus aeolius
Geodermatophilus chilensis
Derxia gummosa
Actinomadura deserti
Bombella favorum
Bombella mellum
Methanoculleus submarinus
Aeromicrobium erythreum
Lentzea rhizosphaerae
Pimelobacter simplex
Bifidobacterium rousetti
Micromonospora grosourdyae
Nonomuraea glycinis
Saccharothrix xinjiangensis
Oceanobacillus zhaokaii
Microbispora soli
Actinacidiphila epipremni
Clostridium frigoris
Clostridium lacusfryxellense
Agromyces albus
Marinobacter maroccanus
Nocardia tengchongensis
Algoriphagus lacus
Acidipropionibacterium virtanenii
Sphingopyxis nepalensis
Brumimicrobium salinarum
Nonomuraea aridisoli
Devosia nitrariae
Alishewanella alkalitolerans
Saccharothrix australiensis
Bacillus kexueae
Ramlibacter albus
Alteromonas alba
Saccharopolyspora deserti
Paracoccus simplex
Nocardia inohanensis
Nocardia yamanashiensis
Lacticaseibacillus chiayiensis
Melaminivora suipulveris
Lysinibacillus capsici
Psychrobacter okhotskensis
Spiroplasma citri
Spiroplasma melliferum
Halomonas campaniensis
Shewanella waksmanii
Spiroplasma poulsonii
Lutibacter citreus
Sphingobacterium athyrii
Methanobacterium bryantii
Pseudomonas rhizosphaerae
Methanobacterium formicicum
Methanobacterium ivanovii
Levilactobacillus spicheri
Gemmobacter aquarius
Flavobacterium psychrotolerans
Ancylobacter tetraedralis
Stella vacuolata
Methanobacterium palustre
Arcicella aquatica
Altererythrobacter rubellus
Rossellomorea vietnamensis
Spirosoma telluris
Falsiroseomonas bella
Pseudothauera hydrothermalis
Billgrantia lactosivorans
Methanoculleus thermophilus
Phenylobacterium parvum
Marinomonas shanghaiensis
Algoriphagus litoralis
Chitinophaga alhagiae
Neobacillus novalis
Fructobacillus pseudoficulneus
Flavobacterium sharifuzzamanii
Simplicispira lacusdiani
Modestobacter altitudinis
Modestobacter excelsi
Streptomyces alkaliterrae
Pseudoruegeria insulae
Paracoccus endophyticus
Skermanella pratensis
Exiguobacterium oxidotolerans
Ornithinimicrobium cerasi
Flavobacterium fluviale
Mesobacillus stamsii
Glutamicibacter ardleyensis
Chryseobacterium pennae
Runella rosea
Pyrococcus woesei
Chitinophaga caseinilytica
Roseomonas aeriglobus
Desertihabitans brevis
Thermococcus coalescens
Methylocella tundrae
Pseudonocardia benzenivorans
Ornithinimicrobium avium
Pseudonocardia mangrovi
Nocardia arthritidis
Peribacillus asahii
Arthrobacter silvisoli
Actinomycetospora endophytica
Aeromicrobium endophyticum
Actinomadura logoneensis
Pseudomonas kairouanensis
Pseudomonas nabeulensis
Flexivirga caeni
Hydrogenophaga borbori
Desulfosarcina variabilis
Micromonospora endolithica
Mucilaginibacter conchicola
Actinomadura spongiicola
Paracidobacterium acidisoli
Pontibacter terrae
Zhongshania marina
Mucilaginibacter celer
Lactiplantibacillus garii
Amnibacterium setariae
Chitinibacter tainanensis
Aurantiacibacter zhengii
Pseudoroseomonas globiformis
Pyrodictium occultum
Beijerinckia mobilis
Rubrivivax pictus
Bacillus salacetis
Flavobacterium aquimarinum
Arthrobacter celericrescens
Siminovitchia acidinfaciens
Halomonas alkaliantarctica
Brevibacterium sanguinis
Psychrobacillus vulpis
Planotetraspora silvatica
Brevibacterium permense
Brevibacterium antiquum
Geobacillus jurassicus
Actinacidiphila glaucinigra
Pantoea piersonii
Pseudonocardia antarctica
Companilactobacillus tucceti
Clostridium estertheticum
Thermovibrio guaymasensis
Rhizobium daejeonense
Cohnella endophytica
Methylobacterium goesingense
Saccharospirillum alexandrii
Nioella ostreopsis
Pseudomonas leptonychotis
Chryseobacterium balustinum
Anoxybacillus caldiproteolyticus
Enterobacter oligotrophicus
Aquitalea palustris
Veillonella rodentium
Actinomadura harenae
Leptospira ognonensis
Leptospira fletcheri
Lapidilactobacillus mulanensis
Lacticaseibacillus hegangensis
Levilactobacillus angrenensis
Rufibacter latericius
Kaistella daneshvariae
Frigidibacter oleivorans
Micromonospora solifontis
Vibrio viridaestus
Pseudomonas neustonica
Pseudomonas carnis
Flavobacterium macacae
Micromonospora fluminis
Enterococcus hermanniensis
Mucilaginibacter terrigena
Saccharopolyspora rhizosphaerae
Flavobacterium zhairuonense
Hydrogenophaga atypica
Hydrogenophaga defluvii
Tabrizicola piscis
Polaribacter septentrionalilitoris
Winogradskyella algae
Flaviflexus ciconiae
Flavobacterium bomense
Shimia sediminis
Lysinibacillus antri
Rheinheimera mangrovi
Cerasibacillus terrae
Halobacillus fulvus
Vreelandella populi
Silvanigrella paludirubra
Shewanella hanedai
Paraglaciecola marina
Aliiroseovarius marinus
Pseudorhodobacter turbinis
Tepidiphilus olei
Phycicoccus flavus
Flavobacterium stagni
Pandoraea bronchicola
Pandoraea iniqua
Pandoraea anhela
Pandoraea nosoerga
Pandoraea communis
Pandoraea horticolens
Pandoraea pneumonica
Pandoraea morbifera
Onishia niordana
Vagococcus silagei
Actinomadura soli
Haloarcula mannanilytica
Quadrisphaera oryzae
Campylobacter taeniopygiae
Campylobacter aviculae
Nocardioides euryhalodurans
Nocardioides eburneiflavus
Segatella hominis
Halomonas halmophila
Shewanella maritima
Gimesia aquarii
Gimesia algae
Gimesia fumaroli
Bremerella volcania
Rosistilla oblonga
Aquabacterium lacunae
Arcanobacterium bovis
Flagellimonas alvinocaridis
Jiangella asiatica
Jiangella aurantiaca
Kribbella turkmenica
Nonomuraea terrae
Saccharopolyspora terrae
Saccharopolyspora karakumensis
Saccharopolyspora elongata
Pedobacter hiemivivus
Pedobacter psychrodurus
Myceligenerans xiligouense
Acetivibrio straminisolvens
Microbacterium wangchenii
Flavobacterium cellulosilyticum
Flavobacterium caseinilyticum
Flavobacterium sandaracinum
Shimia aestuarii
Nocardia colli
Marimonas lutisalis
Antarcticimicrobium sediminis
Rhodococcus spelaei
Cumulibacter soli
Seongchinamella unica
Arthrobacter terricola
Aliarcobacter cibarius
Lactiplantibacillus daowaiensis
Lactiplantibacillus dongliensis
Lactiplantibacillus songbeiensis
Loigolactobacillus binensis
Secundilactobacillus hailunensis
Paracoccus liaowanqingii
Duganella callida
Vagococcus xieshaowenii
Hymenobacter metallicola
Psychrobacter arenosus
Luteimonas yindakuii
Glutamicibacter bergerei
Metabacillus sediminilitoris
Kitasatospora acidiphila
Nocardioides vastitatis
Marinobacter alexandrii
Terrabacter ginsengisoli
Croceicoccus sediminis
Sphingobacterium olei
Pedobacter cryophilus
Pedobacter frigoris
Dyadobacter bucti
Sphingomonas baiyangensis
Salinimonas iocasae
Pleomorphomonas koreensis
Nocardioides jishulii
Herbidospora galbida
Nocardioides dongxiaopingii
Nakamurella flava
Roseovarius bejariae
Marinobacter panjinensis
Microbulbifer harenosus
Microbispora fusca
Glutamicibacter mysorens
Ancylobacter plantiphilus
Pseudovibrio denitrificans
Paenibacillus paridis
Methylobacterium terricola
Christiangramia sabulilitoris
Nocardia macrotermitis
Actinomadura macrotermitis
Brachybacterium subflavum
Levilactobacillus enshiensis
Lentzea tibetensis
Tsukamurella sputi
Formosa maritima
Tsukamurella asaccharolytica
Tsukamurella conjunctivitidis
Protaetiibacter larvae
Vogesella urethralis
Sphingobacterium cavernae
Mycobacterium helveticum
Algoriphagus algorifonticola
Cryptosporangium phraense
Saccharothrix deserti
Nocardia takedensis
Ornithinimicrobium pratense
Ferrovibrio terrae
Arthrobacter bussei
Flavobacterium franklandianum
Hymenobacter setariae
Streptomyces benahoarensis
Flagellimonas hadalis
Marinobacter denitrificans
Dyadobacter hamtensis
Mucilaginibacter pallidiroseus
Billgrantia azerbaijanica
Parafrankia soli
Lujinxingia vulgaris
Halioglobus maricola
Flavobacterium alkalisoli
Flagellimonas hymeniacidonis
Agromyces mariniharenae
Chryseobacterium vaccae
Pseudomonas lalkuanensis
Acinetobacter baretiae
Pedobacter aquae
Cutibacterium porci
Pukyongiella litopenaei
Nocardiopsis deserti
Sphingomonas montanisoli
Pseudohalioglobus sediminis
Oliverpabstia intestinalis
Billgrantia pellis
Massilia rubra
Massilia frigida
Massilia mucilaginosa
Vreelandella piezotolerans
Pseudooceanicola spongiae
Microbacterium lushaniae
Nitrincola iocasae
Tamlana haliotis
Winogradskyella vidalii
Micromonospora auratinigra
Winogradskyella thalassocola
Lysobacter gummosus
